title,category,Item Description,qty,msrp,Ext. Retail,Brand,upc,TCIN,Origin,Category,condition,Product Class,Category Code,Division,Department,Optoro Condition,Pallet ID,Subcategory,Lot ID,ebay_sold_count,ebay_sold_p50,ebay_active_count,ebay_active_p10,sell_through_proxy,listing_price,price_floor_used,days_adj_from_price
LPGS850168,TV-HOME ELECTRONICS,Bose SoundLink Flex Portable Bluetooth Speaker (2nd Gen) - Blue Dusk,1,149.99,149.99,Bose,17817852487,92407094,Malaysia,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,8,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,BLUETOOTH SPEAKERS,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS573954,NO-CONTRACT MOBILE-ACCESSORIES,"Anker Nano 5000mAh 22.5W Power Bank with Built-in USB-C Connector - Black: Smart Charging, 9V Output",5,29.99,149.95,Anker,194644136543,89089904,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,80,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,PORTABLE POWER,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS527518,TV-HOME ELECTRONICS,JBuddies Studio 2 Wired Kids Headphones - Black/Pink,9,15.99,143.91,JLab,810119071224,90572406,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,8,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,KID WIRED,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPHQ229825,IMAGING-OFFICE,Blue Microphone - Yeti Silver: Studio USB Condenser for PC,1,139.99,139.99,Blue Microphones,836213001950,76486087,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,MICROPHONES,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS822917,PORTABLE ELECTRONICS,3 in 1 Charger for iPhone Watch and AirPods - heyday White,2,69.99,139.98,Heyday,810186490003,91252819,Viet Nam,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,57,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBH57666,POWER/CONNECTIVITY,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS837222,IMAGING-OFFICE,"Logitech Z313 Speaker System with Subwoofer - Black: PC Audio Streaming, macOS Compatible",2,69.99,139.98,Logitech,97855062468,12389428,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,SPEAKERS,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS927964,IMAGING-OFFICE,"8MP 4K Digital Camera - heyday Black: Mirrorless, UHD Video, 512GB Capacity",2,69.99,139.98,Heyday,198420079178,91257227,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,INSTANT CAMERAS,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPHQ186032,IMAGING-OFFICE,Targus Universal Charger Including all USB-C Devices - Black: Outlet Adapter 4.5A Power,2,69.99,139.98,Targus,92636369323,91724831,Philippines,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,56,CONSUMER ELECTRONICS,GARAGE & HARDWARE,TT,PTBJ88575,LAPTOP ACCESSORIES,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS659241,PORTABLE ELECTRONICS,Apple iPad (9th Gen) and Air (3rd Gen) Case - heyday Black Saffiano,4,34.99,139.96,Heyday,810186494377,87398441,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,57,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBH57666,IPAD CASES,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS019430,IMAGING-OFFICE,j5create Eco-Friendly USB-C to 4-Port USB-C Gen 2 Hub,4,34.99,139.96,j5create,847626006869,91724823,"Taiwan, Province of China",MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,LAPTOP ACCESSORIES,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPHQ186647,NO-CONTRACT MOBILE-ACCESSORIES,"Apple iPad (9th Gen) Case - heyday Peri-Blue Debossed: Fits iPad 10.2/10.5, Stylus Holder",4,34.99,139.96,Heyday,810186494421,93138913,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,80,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,IPAD CASES,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS539257,NO-CONTRACT MOBILE-ACCESSORIES,Apple iPad Pro 11 (4th Gen) and Air (5th Gen/M2/M3) Case - heyday Peri-Blue Debossed: Botanical Stylus Holder,4,34.99,139.96,Heyday,810186494407,93229806,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,80,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,IPAD CASES,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS681410,IMAGING-OFFICE,"Dabney Lee 14"" Laptop Sleeve-Lilac Purple",7,19.99,139.93,Dabney Lee,191205670966,89130231,China,MIXED_ELECTRONICS,NEW,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,LAPTOP BAGS/SLEEVE,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS528321,NO-CONTRACT MOBILE-ACCESSORIES,Belkin Qi2 3-in-1 Wireless Charging Stand - Black,1,129.99,129.99,Belkin,745883868711,91803777,Viet Nam,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,80,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,WIRELESS CHARGING,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS661899,TV-HOME ELECTRONICS,Shokz OpenRun Bluetooth Wireless Headphones - Black,1,129.99,129.99,Shokz,850033806182,91938794,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,8,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,OPEN EAR,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS521315,IMAGING-OFFICE,"Razer Kraken Kitty V2 BT - Kuromi Edition Headset: Wireless Gaming, Mac & PC Compatible",1,129.99,129.99,Razer,840272915295,94288607,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,GAMING HEADSETS,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS554069,IMAGING-OFFICE,Razer Basilisk V3 Pro Black Edition,1,129.99,129.99,Razer,840272902981,92944843,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,GAMING MICE,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS534646,IMAGING-OFFICE,"Razer Kraken Kitty V2 BT - Kuromi Edition Headset: Wireless Gaming, Mac & PC Compatible",1,129.99,129.99,Razer,840272915295,94288607,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,GAMING HEADSETS,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPHQ076502,PORTABLE ELECTRONICS,Body Smart Advanced Body Composition Smart Wi-Fi Scale - Black,1,129.95,129.95,Withings,3700546708190,89403456,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,57,CONSUMER ELECTRONICS,HEALTH AND BEAUTY,TT,PTBH57666,HEALTH TRACKING,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS522511,NO-CONTRACT MOBILE-ACCESSORIES,"Anker 322 6' USB-A to USB-C Braided Cable - White Iteration: Male-To-Male, 0.09 lb",9,13.99,125.91,Anker,194644115777,91803778,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,80,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,CABLES,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS958610,IMAGING-OFFICE,IJoy Wavy Keyboard - Pink,5,24.99,124.95,IJoy,198926005879,94404887,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,KEYBOARD,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS339582,IMAGING-OFFICE,Razer Huntsman Mini - Clicky Optical Switch - US - Black,1,119.99,119.99,Razer,811659038753,82872378,,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBH57666,,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS199771,TV-HOME ELECTRONICS,"Victrola Brighton Record Player: Bluetooth, 3-Speed Turntable with Dust Cover",1,119.99,119.99,Victrola,810033110146,79843463,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,8,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,TURNTABLE,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS836257,IMAGING-OFFICE,"8MP Camcorder - heyday Silver: Built-In Microphone, 512GB Storage, 2.7K Video",2,59.99,119.98,Heyday,198420077563,91257222,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBH57666,TRADITIONAL,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS893118,IMAGING-OFFICE,"8MP Camcorder - heyday Silver: Built-In Microphone, 512GB Storage, 2.7K Video",2,59.99,119.98,Heyday,198420077563,91257222,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBG30831,TRADITIONAL,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPHQ183768,IMAGING-OFFICE,Casio FX-9750GIII Graphing Calculator - Black: 60KB Data Storage Capacity,2,59.99,119.98,Casio,889232609553,79389421,Thailand,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,GRAPHING CALC,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS943343,PORTABLE ELECTRONICS,ZAGG InvisibleShield Apple iPad Pro 12.9 Glass Elite AM Screen Protector,2,59.99,119.98,ZAGG,840056168138,89403596,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,57,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,IPAD SCREEN PROTEC,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS697631,IMAGING-OFFICE,"Sunpak Telescoping Flexpod: Ball Head, Universal Mount 1/4""-20 Screw, 8-36 Inch Height",3,39.99,119.97,Sunpak,90729615302,88860601,China,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS,56,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBH57666,VLOGGING,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPHQ333980,NO-CONTRACT MOBILE-ACCESSORIES,6-Port Charging Hub Vertical 2C + 4A - heyday Black Saffiano: USB Tower Charger,3,39.99,119.97,Heyday,197543409138,88669060,Viet Nam,MIXED_ELECTRONICS,USED_GOOD,ELECTRONICS-01,80,CONSUMER ELECTRONICS,ELECTRONICS,TT,PTBJ88575,HOME CHARGING,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
LPGS554044,TV-HOME ELECTRONICS,StoryPhones with 4 Educational Screen Free Audio Disks: For Ages 3-12 Reading Learning,3,39.99,119.97,StoryPhones,840173602720,92318717,China,MIXED_ELECTRONICS,NEW,ELECTRONICS-01,8,CONSUMER ELECTRONICS,TOYS,TT,PTBJ88575,KID WIRELESS,irc_mixed_20250730_055_p,0,,0,,0.0,,,0.0
